fid,kid_mean,kid_std,scope,label,n_real,n_fake,experiment_mode
280.6833190917969,0.16188403964042664,1.19952034083326e-07,global,all,37,37,transformer_text
299.79046630859375,0.16829802095890045,1.6734475138946436e-07,per_class,flora,14,14,transformer_text
466.8853759765625,0.4085746109485626,1.9524502192780346e-07,per_class,fauna,6,6,transformer_text
303.0713806152344,0.1841486692428589,2.8906717375321023e-07,per_class,dekoratif,11,11,transformer_text
492.4195861816406,0.2849777638912201,1.523129071756557e-07,per_class,geometris,6,6,transformer_text
